Nodes	Activity
BFAR	0
BHLHE41	0
BID	0
BIK	0
BIRC2	0
BIRC3	0
BIRC5	0
BIRC6	0
BIRC7	0
BIRC8	0
BLK	0
BLNK	0
BLVRA	0
BMI1	0
BMP10	0
BMP15	0
BMP2	0
BMP4	0
BMP5	0
BMP6	0
BMP7	0
BMP8A	0
BMP8B	0
BMPR1A	0
BMPR1B	0
BMPR2	0
BMX	0
BNIP2	0
BNIP3	0
BOC	0
BORA	0
BPI	0
BRAF	0
BRAP	0
BRCA1	0
BRCA2	0
BRCC3	0
BRD4	0
BRIP1	0
BRK1	0
BRSK1	0
BRSK2	0
BRWD1	0
BSG	0
BTC	0
BTG1	0
BTG2	0
BTK	0
BTRC	0
BUB1	0
BUB1B	0
BUB3	0
C1D	0
C1QA	0
C1QB	0
C1QC	0
C1R	0
C1S	0
C2CD5	0
C3	0
C4BPA	0
C4BPB	0
C5	0
C6	0
C7	0
C8A	0
C8B	0
C8G	0
CAB39	0
CAB39L	0
CABIN1	0
CABLES1	0
CACNA1A	0
CALCRL	0
CALM1	0
CALM2	0
CALM3	0
CALML3	0
CALML4	0
CALML5	0
CALML6	0
CALR	0
CAMK1	0
CAMK1D	0
CAMK1G	0
CAMK2A	0
CAMK2B	0
CAMK2D	0
CAMK2G	0
CAMK4	0
CAMKK1	0
CAMKK2	0
CAMP	0
CAPN1	0
CAPN2	0
CAPN3	0
CAPNS1	0
CAPNS2	0
CAPRIN2	0
CARD11	0
CARD16	0
CARD17	0
CARD18	0
CARD6	0
CARD8	0
CARD9	0
CARM1	0
CASK	0
CASP1	0
CASP10	0
CASP12	0
CASP2	0
CASP3	0
CASP4	0
CASP5	0
CASP6	1
CASP7	0
CASP8	0
CASP8AP2	0
CASP9	0
CASR	0
CAST	0
CAV1	0
CAV2	0
CAV3	0
CBFA2T3	0
CBL	0
CBLB	0
CBLC	0
CBLL1	0
CBX3	0
CBX4	0
CBX8	0
CBY1	0
CCAR2	0
CCK	0
CCKAR	0
CCKBR	0
CCL1	0
CCL11	0
CCL13	0
CCL14	0
CCL15	0
CCL15~CCL14	0
CCL16	0
CCL17	0
CCL18	0
CCL19	0
CCL2	0
CCL20	0
CCL21	0
CCL22	0
CCL23	0
CCL24	0
CCL25	0
CCL26	0
CCL27	0
CCL28	0
CCL3	0
CCL3L1	0
CCL3L3	0
CCL4	0
CCL4L1	0
CCL4L2	0
CCL5	0
CCL7	0
CCL8	0
CCM2	0
CCNA1	0
CCNA2	0
CCNB1	-1
CCNB2	0
CCNB3	0
CCNC	0
CCND1	0
CCND2	0
CCND3	0
CCNE1	0
CCNE2	0
CCNG1	0
CCNH	0
CCNY	0
CCP110	0
CCR1	0
CCR10	0
CCR2	0
CCR3	0
CCR4	0
CCR5	0
CCR6	0
CCR7	0
CCR8	0
CCR9	0
CCT2	0
CCT3	0
CCT4	0
CCT5	0
CCT8	0
CD101	0
CD14	0
CD180	0
CD19	0
CD209	0
CD22	0
CD244	0
CD247	0
CD274	0
CD28	0
CD36	0
CD3D	0
CD3E	0
CD3G	0
CD4	0
CD40	0
CD40LG	0
CD44	0
CD46	0
CD48	0
CD58	0
CD59	0
CD70	0
CD74	0
CD79A	0
CD79B	0
CD80	0
CD81	0
CD86	0
CD8A	0
CD8B	0
CDC14A	0
CDC14B	0
CDC16	0
CDC20	0
CDC23	0
CDC25A	0
CDC25B	0
CDC25C	0
CDC26	0
CDC27	0
CDC37	0
CDC42	0
CDC42BPA	0
CDC45	0
CDC5L	0
CDC6	0
CDC7	0
CDC73	0
CDCA8	0
CDH1	0
CDH15	0
CDH2	0
CDH5	0
CDK1	0
CDK11A	0
CDK11B	0
CDK12	0
CDK14	0
CDK2	0
CDK20	0
CDK3	0
CDK4	0
CDK5	0
CDK5R1	0
CDK5R2	0
CDK6	0
CDK7	0
CDK8	0
CDK9	0
CDKN1A	0
CDKN1B	0
CDKN1C	0
CDKN2A	0
CDKN2AIP	0
CDKN2B	0
CDKN2C	0
CDKN2D	0
CDKN3	0
CDO1	0
CDON	0
CDR2	0
CDT1	0
CEACAM1	0
CEACAM6	0
CEACAM8	0
CEBPA	0
CEBPB	0
CEBPD	0
CEBPE	0
CENPA	0
CENPC	0
CENPE	0
CENPF	0
CENPH	0
CENPI	0
CENPK	0
CENPM	0
CENPN	0
CENPO	0
CENPP	0
CENPQ	0
CENPS	0
CENPT	0
CENPU	0
CENPX	0
CEP290	0
CER1	0
CFB	0
CFD	0
CFH	0
CFI	0
CFL1	0
CFLAR	0
CFTR	0
CGA	0
CHAD	0
CHD3	0
CHD4	0
CHD8	0
CHD9	0
CHEK1	0
CHEK2	0
CHMP2A	0
CHMP2B	0
CHMP3	0
CHMP4A	0
CHMP4B	0
CHMP4C	0
CHMP5	0
CHMP6	0
CHMP7	0
CHN1	0
CHN2	0
CHRD	0
CHRM1	0
CHRM2	0
CHRM3	0
CHRM4	0
CHRM5	0
CHRNA3	0
CHRNA4	0
CHRNA6	0
CHRNA7	0
CHRNB2	0
CHRNB4	0
CHRNG	0
CHUK	0
CIITA	0
CILP	0
CIR1	0
CISH	0
CIT	0
CITED1	0
CITED2	0
CKS1B	0
CKS2	0
CLASP1	0
CLASP2	0
CLCA1	0
CLCA2	0
CLCA3P	0
CLCA4	0
CLCF1	0
CLEC1B	0
CLEC4E	0
CLEC7A	0
CLIC2	0
CLIP1	0
CLIP3	0
CLK1	0
CLK2	0
CLK4	0
CLOCK	0
CLSPN	0
CLTC	0
CLU	0
CNKSR1	0
CNKSR2	0
CNR1	0
CNTF	0
CNTFR	0
CNTN1	0
CNTN6	0
COL18A1	0
COL1A1	0
COL1A2	0
COL21A1	0
COL2A1	0
COL3A1	0
COL4A1	0
COL4A2	0
COL4A3	0
COL4A4	0
COL4A5	0
COL4A6	0
COL6A1	0
COL6A2	0
COL6A3	0
COL6A5	0
COL6A6	0
COL9A1	0
COL9A2	0
COL9A3	0
COMP	0
COPS5	0
COQ10A	0
COQ10B	0
CORT	0
COX11	0
COX14	0
COX16	0
COX18	0
COX20	0
CP	0
CPB2	0
CRADD	0
CREB1	0
CREBBP	0
CREM	0
CRH	0
CRHR1	0
CRIPAK	0
CRK	0
CRKL	0
CRLF2	0
CRP	0
CRTC2	0
CRTC3	0
CRY1	0
CRYAA	0
CRYAB	0
CRYBB2	0
CSF1	0
CSF1R	0
CSF2	0
CSF2RA	0
CSF2RB	0
CSF3	0
CSF3R	0
CSH1	0
CSH2	0
CSK	0
CSN1S1	0
CSNK1A1	0
CSNK1A1L	0
CSNK1D	0
CSNK1E	0
CSNK1G1	0
CSNK1G2	0
CSNK1G3	0
CSNK2A1	0
CSNK2A2	0
CSNK2A3	0
CSNK2B	0
CSTF1	0
CSTF2	0
CSTF3	0
CTBP1	0
CTBP2	0
CTDNEP1	0
CTDSP1	0
CTDSP2	0
CTDSPL	0
CTF1	0
CTGF	0
CTHRC1	0
CTLA4	0
CTNNA1	0
CTNNA2	0
CTNNA3	0
CTNNB1	0
CTNNBIP1	0
CTNND1	0
CTNND2	0
CTRC	0
CTSB	0
CTSC	0
CTSD	0
CTSF	0
CTSG	0
CTSH	0
CTSK	0
CTSL	0
CTSO	0
CTSS	0
CTSV	0
CTSW	0
CTSZ	0
CTTN	0
CTU1	0
CUL1	0
CUL3	0
CX3CL1	0
CX3CR1	0
CXCL1	0
CXCL10	0
CXCL11	0
CXCL12	0
CXCL13	0
CXCL14	0
CXCL16	0
CXCL2	0
CXCL3	0
CXCL5	0
CXCL6	0
CXCL8	0
CXCL9	0
CXCR1	0
CXCR2	0
CXCR3	0
CXCR4	0
CXCR5	0
CXCR6	0
CXXC4	0
CYBA	0
CYBB	0
CYCS	0
CYFIP1	0
CYFIP2	0
CYLD	0
CYP24A1	0
CYSLTR1	0
CYSLTR2	0
CYTH1	0
CYTH2	0
CYTH3	0
CYTH4	0
DAAM1	0
DAB1	0
DAB2	0
DAB2IP	0
DACT1	0
DACT2	0
DAG1	0
DAP3	0
DAPK1	0
DAPK3	0
DAPP1	0
DAXX	0
DBF4	0
DBNL	0
DCC	0
DCN	0
DCTN1	0
DCX	0
DDB1	0
DDB2	0
DDIT4	0
DDR1	0
DDR2	0
DDX20	0
DDX3X	0
DDX41	0
DDX5	0
DDX58	0
DEC1	0
DECR1	0
DEF6	0
DEPDC5	0
DEPTOR	0
DFFA	0
DHH	0
DHX36	0
DHX58	0
DHX9	0
DIABLO	0
DIAPH1	0
DIAPH2	0
DIAPH3	0
DISC1	0
DISP1	0
DISP2	0
DISP3	0
DKK1	0
DKK2	0
DKK4	0
DLC1	0
DLG1	0
DLG4	0
DLK1	0
DLK2	0
DLL1	0
DLL3	0
DLL4	0
DMD	0
DMPK	0
DNAJA1	0
DNAJA3	0
DNAJB1	0
DNAJB6	0
DNAJC24	0
DNAJC3	0
DNER	0
DNM1	0
DNM1L	0
DNM2	0
DNMBP	0
DNMT1	0
DOCK1	0
DOCK10	0
DOCK11	0
DOCK2	0
DOCK4	0
DOCK6	0
DOCK7	0
DOCK9	0
DOK1	0
DOK2	0
DOK4	0
DOK7	0
DOT1L	0
DPM3	0
DRAP1	0
DRD1	0
DRD2	0
DRD3	0
DRD4	0
DRD5	0
DSN1	0
DTX1	0
DTX4	0
DUOXA2	0
DUSP1	0
DUSP10	0
DUSP12	0
DUSP14	0
DUSP16	0
DUSP18	0
DUSP19	0
DUSP2	0
DUSP21	0
DUSP22	0
DUSP26	0
DUSP3	0
DUSP4	0
DUSP5	0
DUSP6	0
DUSP7	0
DUSP8	0
DUSP9	0
DVL1	0
DVL1P1	0
DVL2	0
DVL3	0
DYNC2H1	0
DYNLL1	0
DYNLL2	0
DYNLT1	0
DYRK1A	0
DYRK1B	0
DYRK2	0
DYRK3	0
DZIP1	0
E2F2	-1
E2F3	0
E2F5	0
E4F1	0
EAF1	0
EAF2	0
EBF1	1
EBI3	0
ECSIT	0
ECT2	0
EDA	0
EDIL3	0
EDN1	0
EDN3	0
EDNRA	0
EDNRB	0
EEA1	0
EEF1A1	0
EEF1A2	0
EEF2K	0
EFEMP2	0
EFNA1	0
EFNA2	0
EFNA3	0
EFNA4	0
EFNA5	0
EFNB1	0
EFNB2	0
EFNB3	0
EGF	0
EGFR	0
EGLN1	0
EGLN2	0
EGLN3	0
EGR1	0
EGR2	-1
EGR3	0
EHD4	0
EHMT2	0
EID1	0
EID2	0
EIF1AX	0
EIF2A	0
EIF2AK1	0
EIF2AK2	0
EIF2AK3	0
EIF2AK4	0
EIF2B1	0
EIF2B2	0
EIF2B3	0
EIF2B4	0
EIF2B5	0
EIF2S1	0
EIF3F	0
EIF3I	0
EIF4A1	0
EIF4B	0
EIF4E	0
EIF4EBP1	0
EIF4G1	0
EIF4G2	0
EIF4G3	0
EIF5	0
ELANE	0
ELAVL1	0
ELL	0
ELMO1	0
ELMO2	0
ELMO3	0
ELOC	0
ELP1	0
EML4	0
ENG	0
ENO1	0
ENPP1	0
EP300	0
EP400	0
EPAS1	0
EPGN	0
EPHA1	0
EPHA2	0
EPHA3	0
EPHA4	0
EPHA5	0
EPHA6	0
EPHA7	0
EPHA8	0
EPHB1	0
EPHB2	0
EPHB3	0
EPHB4	0
EPHB6	0
EPN1	0
EPN2	0
EPO	0
EPOR	0
EPS15	0
EPS8	0
ERBB2	0
ERBB3	0
ERBB4	0
ERBIN	0
ERC1	0
ERCC2	0
ERCC5	0
ERCC6	0
ERCC6L	0
EREG	0
ERN1	0
ERO1A	0
ERO1B	0
ERRFI1	0
ESPL1	0
ESRRA	0
ESRRB	0
ESRRG	0
ETV1	0
ETV4	0
ETV5	0
EVC	0
EVC2	0
EXOC2	0
EXOC3	0
EXOC4	0
EXTL1	0
EYA1	0
EYA3	0
EZH2	0
EZR	0
F11R	0
F12	0
F2	0
F2R	0
F2RL1	0
F2RL2	0
F2RL3	0
F3	0
F5	0
F9	0
FAAP100	0
FAAP24	0
FADD	0
FAF1	0
FAM107A	0
FAN1	0
FANCA	0
FANCB	0
FANCC	0
FANCD2	0
FANCE	0
FANCF	0
FANCG	0
FANCL	0
FANCM	0
FARP1	0
FARP2	0
FAS	0
FASLG	0
FASN	0
FBLN5	0
FBN1	0
FBXL17	0
FBXL3	0
FBXO11	0
FBXO32	0
FBXO43	0
FBXO45	0
FBXO5	0
FBXO8	0
FBXW11	0
FBXW7	0
FCER1A	0
FCER1G	0
FCGR2A	0
FCGR2B	0
FCGR3A	0
FEN1	0
FER	0
FERMT3	0
FES	0
FFAR1	0
FFAR2	0
FFAR4	0
FGA	0
FGB	0
FGD1	0
FGD3	0
FGF1	0
FGF10	0
FGF11	0
FGF12	0
FGF13	0
FGF14	0
FGF16	0
FGF17	0
FGF18	0
FGF19	0
FGF2	0
FGF20	0
FGF21	0
FGF22	0
FGF23	0
FGF3	0
FGF4	0
FGF5	0
FGF6	0
FGF7	0
FGF8	0
FGF9	0
FGFBP1	0
FGFR1	0
FGFR1OP	0
FGFR2	0
FGFR3	0
FGFR4	0
FGG	0
FGR	0
FHIT	0
FHL1	0
FHL2	0
FHL5	0
FIP1L1	0
FKBP1A	0
FKBP5	0
FKBP6	0
FKBP8	0
FLCN	0
FLNA	0
FLOT1	0
FLT1	0
FLT3	0
FLT3LG	0
FLT4	0
FN1	0
FNIP1	0
FNIP2	0
FNTA	0
FNTB	0
FOSB	0
FOSL1	0
FOXA3	0
FOXC1	0
FOXF1	0
FOXH1	0
FOXJ1	0
FOXO1	0
FOXO3	0
FOXO4	0
FOXP1	0
FOXP3	0
FPR1	0
FRAT1	0
FRAT2	0
FRS2	0
FRS3	0
FRZB	0
FSHB	0
FSHR	0
FST	0
FSTL3	0
FURIN	0
FUS	0
FUZ	0
FYN	0
FZD1	0
FZD10	0
FZD2	0
FZD3	0
FZD4	0
FZD5	0
FZD6	0
FZD7	0
FZD8	0
FZD9	0
FZR1	0
GAB1	0
GAB2	0
GABARAP	0
GABARAPL1	0
GABARAPL2	0
GABBR1	0
GABBR2	0
GABPB1	0
GABPB2	0
GADD45A	0
GADD45B	0
GADD45G	0
GADD45GIP1	0
GAL	0
GALP	0
GAS1	0
GAS6	0
GAST	0
GATA6	0
GBF1	0
GCC2	0
GCG	0
GCGR	0
GCHFR	0
GCK	0
GDF1	0
GDF11	0
GDF2	0
GDF5	0
GDF6	0
GDF7	0
GDNF	0
GFI1	0
GFRA1	0
GGA3	0
GH1	0
GH2	0
GHR	0
GHRL	0
GHSR	0
GIPR	0
GIT1	0
GLI3	0
GLP1R	0
GMPS	0
GNA11	0
GNA12	0
GNA13	0
GNA14	0
GNA15	0
GNAI1	0
GNAI2	0
GNAI3	0
GNAO1	0
GNAQ	0
GNAS	0
GNAT1	0
GNAT2	0
GNAT3	0
GNAZ	0
GNB1	0
GNB2	0
GNB3	0
GNB4	0
GNB5	0
GNG10	0
GNG11	0
GNG12	0
GNG13	0
GNG2	0
GNG3	0
GNG4	0
GNG5	0
GNG7	0
GNG8	0
GNGT1	0
GNGT2	0
GNRH1	0
GNRH2	0
GNRHR	0
GOPC	0
GP1BA	0
GP1BB	0
GP5	0
GP9	0
GPC1	0
GPC3	0
GPC4	0
GPER1	0
GPHA2	0
GPI	0
GPLD1	0
GPR119	0
GPRC6A	0
GPSM1	0
GPSM2	0
GRAP	0
GRAP2	0
GRB10	0
GRB14	0
GRB2	0
GRB7	0
GRIA1	0
GRIA2	0
GRIA3	0
GRIP1	0
GRK1	0
GRK2	0
GRK3	0
GRK4	0
GRK5	0
GRK6	0
GRM1	0
GRM2	0
GRM3	0
GRM4	0
GRM5	0
GRM6	0
GRM7	0
GRM8	0
GRN	0
GRP	0
GRPR	0
GRSF1	0
GSDMD	0
GSK3A	0
GSK3B	0
GSN	0
GTF2F1	0
GTF2F2	0
GTF2I	0
GTSE1	0
GUCA2A	0
GUCA2B	0
GXYLT1	0
GXYLT2	0
GYS1	0
GZMA	0
GZMB	0
H2AFX	0
H3F3A	0
H3F3B	0
HBA1	0
HBB	0
HBEGF	0
HBP1	0
HCAR1	0
HCAR2	0
HCAR3	0
HCFC1	0
HCK	0
HCLS1	0
HCN4	0
HCRT	0
HCST	0
HDAC1	0
HDAC2	0
HDAC3	0
HDAC4	0
HDAC5	0
HDAC6	0
HDAC7	0
HDAC8	0
HDAC9	0
HELZ2	0
HERC2	0
HES1	0
HEY1	0
HEY2	0
HFE2	0
HGF	0
HGS	0
HHAT	0
HHIP	0
HIF1A	0
HIF1AN	0
HIF3A	0
HIPK2	0
HIST1H2AG	0
HIST1H3A	0
HIST1H4A	0
HIST2H2BE	0
HIST2H3A	0
HLA~A	0
HLA~B	0
HLA~C	0
HLA~DMB	0
HLA~DOA	0
HLA~DOB	0
HLA~DPA1	0
HLA~DPB1	0
HLA~DQA1	0
HLA~DQA2	0
HLA~DQB1	0
HLA~DRA	0
HLA~DRB1	0
HLA~DRB4	0
HLA~E	0
HLA~F	0
HLA~G	0
HLX	0
HMGA1	0
HMGA2	0
HMGB1	0
HMGB2	0
HMOX1	0
HMOX2	0
HNF1A	0
HNF1B	0
HNRNPA1	0
HNRNPF	0
HNRNPH1	0
HNRNPK	0
HOOK2	0
HOOK3	0
HOXA1	0
HOXA7	0
HOXB3	1
HOXB7	0
HOXB8	0
HOXD9	0
HP	0
HPSE	0
HRAS	0
HRH1	0
HRH2	0
HRK	0
HSBP1	0
HSF1	0
HSP90AA1	0
HSP90AB1	0
HSP90B1	0
HSPA1A	0
HSPA1B	0
HSPA1L	0
HSPA2	0
HSPA5	0
HSPA6	0
HSPA8	0
HSPA9	0
HSPB1	0
HSPD1	0
HSPG2	0
HTR1A	0
HTR1B	0
HTR1D	0
HTR1E	0
HTR1F	0
HTR2A	0
HTR2B	0
HTR2C	0
HTR4	0
HTR5A	0
HTR6	0
HTR7	0
HTRA2	0
HTT	0
HUS1	0
HUWE1	0
HYAL2	0
IBSP	0
IBTK	0
ICAM1	0
ICAM3	0
ICK	0
ICOS	0
ICOSLG	0
IER3	0
IFI16	0
IFIH1	0
IFIT1	0
IFIT1B	0
IFITM1	0
IFNA1	0
IFNA10	0
IFNA13	0
IFNA14	0
IFNA16	0
IFNA17	0
IFNA2	0
IFNA21	0
IFNA4	0
IFNA5	0
IFNA6	0
IFNA7	0
IFNA8	0
IFNAR1	0
IFNAR2	0
IFNB1	0
IFNE	0
IFNG	0
IFNGR1	0
IFNGR2	0
IFNK	0
IFNL1	0
IFNL2	0
IFNL3	0
IFNLR1	0
IFNW1	0
IFT122	0
IFT172	0
IFT52	0
IFT57	0
IFT88	0
IGF1	0
IGF1R	0
IGF2	0
IGF2R	0
IGFBP3	0
IGHD	0
IGHE	0
IGHM	0
IGHV1~2	0
IGHV1~46	0
IGHV1~69	0
IGHV2~5	0
IGHV2~70	0
IGHV3~11	0
IGHV3~13	0
IGHV3~23	0
IGHV3~30	0
IGHV3~33	0
IGHV3~48	0
IGHV3~53	0
IGHV3~7	0
IGHV3~9	0
IGHV4~34	0
IGHV4~39	0
IGHV4~59	0
IGKC	0
IGKV1~12	0
IGKV1~16	0
IGKV1~17	0
IGKV1~33	0
IGKV1~39	0
IGKV1~5	0
IGKV1D~12	0
IGKV1D~16	0
IGKV2~30	0
IGKV2D~28	0
IGKV2D~30	0
IGKV2D~40	0
IGKV3~11	0
IGKV3~15	0
IGKV3~20	0
IGKV3D~20	0
IGKV4~1	0
IGKV5~2	0
IGLC1	0
IGLC2	0
IGLC3	0
IGLC6	0
IGLC7	0
IGLV1~40	0
IGLV1~44	0
IGLV1~47	0
IGLV1~51	0
IGLV2~11	0
IGLV2~14	0
IGLV2~23	0
IGLV2~8	0
IGLV3~1	0
IGLV3~19	0
IGLV3~25	0
IGLV3~27	0
IGLV6~57	0
IGLV7~43	0
IHH	0
IKBKB	0
IKBKE	0
IKBKG	0
IL10	0
IL10RA	0
IL10RB	0
IL11	0
IL12A	0
IL12B	0
IL12RB1	0
IL12RB2	0
IL13	0
IL13RA1	0
IL15	0
IL15RA	0
IL17A	0
IL17B	0
IL17D	0
IL18	0
IL18R1	0
IL18RAP	0
IL19	0
IL1A	0
IL1B	0
IL1F10	0
IL1R1	0
IL1R2	0
IL1RAP	0
IL1RN	0
IL2	0
IL20	0
IL20RA	0
IL20RB	0
IL21	0
IL21R	0
IL22	0
IL22RA1	0
IL22RA2	0
IL23A	0
IL23R	0
IL24	0
IL25	0
IL26	0
IL27	0
IL27RA	0
IL2RA	0
IL2RB	0
IL2RG	0
IL3	0
IL31	0
IL31RA	0
IL36G	0
IL3RA	0
IL4	0
IL4R	0
IL5	0
IL5RA	0
IL6	0
IL6R	0
IL6ST	0
IL7	0
IL7R	0
IL9	0
IL9R	0
ILK	0
ILKAP	0
INCENP	0
INHA	0
INHBA	0
INHBB	0
INHBC	0
INHBE	0
INO80	0
INO80B	0
INO80C	0
INO80D	0
INO80E	0
INPP5D	0
INPPL1	0
INS	0
INSR	0
INSRR	0
INTU	0
INVS	0
IPCEF1	0
IQGAP1	0
IQGAP2	0
IQGAP3	0
IQSEC1	0
IRAK1	0
IRAK2	0
IRAK3	0
IRAK4	0
IRF1	0
IRF2	0
IRF2BP1	0
IRF2BP2	0
IRF3	0
IRF4	0
IRF5	0
IRF9	0
IRS1	0
IRS2	0
IRS4	0
ISG15	0
ITCH	0
ITGA1	0
ITGA10	0
ITGA11	0
ITGA2	0
ITGA2B	0
ITGA3	0
ITGA4	0
ITGA5	0
ITGA6	0
ITGA7	0
ITGA8	0
ITGA9	0
ITGAD	0
ITGAE	0
ITGAL	0
ITGAM	0
ITGAV	0
ITGAX	0
ITGB1	0
ITGB2	0
ITGB3	0
ITGB3BP	0
ITGB4	0
ITGB5	0
ITGB6	0
ITGB7	0
ITGB8	0
ITK	0
ITPRIPL1	0
ITSN1	0
ITSN2	0
JAG1	0
JAG2	0
JAK1	0
JAK2	0
JAK3	0
JAZF1	0
JDP2	0
JMY	0
JUN	0
JUNB	0
JUND	0
JUP	0
KALRN	0
KAT2A	0
KAT2B	0
KAT5	0
KAT6A	0
KAT6B	0
KAT8	0
KCNIP3	0
KCNJ3	0
KCNK5	0
KCNMA1	0
KCNMB1	0
KCNMB2	0
KCNMB3	0
KCNMB4	0
KCNQ1	0
KCNQ3	0
KCNQ5	0
KCNU1	0
KDELR1	0
